Q_gen_mean,Q_gen_max,Q_gen_min,Q_gen_last,Q_total_mean,Q_total_max,Q_total_min,Q_total_last,Q_recoleccion_mean,Q_recoleccion_max,Q_recoleccion_min,Q_recoleccion_last,eta_cadena_mean,eta_cadena_max,eta_cadena_min,eta_cadena_last,bio_hojas_mean,bio_hojas_max,bio_hojas_min,bio_hojas_last,bio_cormo_mean,bio_cormo_max,bio_cormo_min,bio_cormo_last,bio_flores_c_mean,bio_flores_c_max,bio_flores_c_min,bio_flores_c_last,bio_campo_tot_mean,bio_campo_tot_max,bio_campo_tot_min,bio_campo_tot_last,bio_raquis_mean,bio_raquis_max,bio_raquis_min,bio_raquis_last,bio_bracteas_mean,bio_bracteas_max,bio_bracteas_min,bio_bracteas_last,bio_flores_e_mean,bio_flores_e_max,bio_flores_e_min,bio_flores_e_last,bio_manos_mean,bio_manos_max,bio_manos_min,bio_manos_last,costo_log_mean,costo_log_max,costo_log_min,costo_log_last,GEI_total_mean,GEI_total_max,GEI_total_min,GEI_total_last,fertilidad_mean,fertilidad_max,fertilidad_min,fertilidad_last,superficie_mean,superficie_max,superficie_min,superficie_last,residuos_campo_mean,residuos_campo_max,residuos_campo_min,residuos_campo_last,alpha_red_mean,alpha_red_max,alpha_red_min,alpha_red_last,perdida_red_mean,perdida_red_max,perdida_red_min,perdida_red_last,G_max_din_mean,G_max_din_max,G_max_din_min,G_max_din_last,bio_total_verificado_mean,bio_total_verificado_max,bio_total_verificado_min,bio_total_verificado_last,eta_cadena_sd,Q_gen_anual_sd,Q_total_anual_sd,costo_log_sd,GEI_base_sd,G_max_sd,fertilidad_sd,superficie_sd,bio_hojas_anual_sd,bio_cormo_anual_sd,bio_flores_c_anual_sd,bio_raquis_anual_sd,bio_bracteas_anual_sd,bio_flores_e_anual_sd,bio_manos_anual_sd
105426.3234,109645.7591,95722.9340,109622.4411,77474.3288,80790.8168,70100.2127,80782.1733,0.4200,0.4200,0.4200,0.4200,0.4200,0.4200,0.4200,0.4200,11293.6608,11745.6625,10254.1975,11743.1645,5646.8304,5872.8312,5127.0988,5871.5823,1694.0491,1761.8494,1538.1296,1761.4747,97690.1658,101599.9803,88698.8087,101578.3733,2541.0737,2642.7741,2307.1944,2642.2120,903.4929,939.6530,820.3358,939.4532,564.6830,587.2831,512.7099,587.1582,3726.9081,3876.0686,3383.8852,3875.2443,0.0000,0.0000,0.0000,0.0000,7796.5785,8108.8468,7078.7243,8107.1337,0.4489,0.4901,0.4101,0.4093,36932.4277,38733.8587,33218.0380,38738.6454,184462.6875,192359.0876,166905.2684,192338.5078,0.7348,0.7369,0.7323,0.7369,27951.9947,28864.4664,25622.7213,28840.2678,3255.3856,3449.4820,3049.5524,3453.5830,26370.6979,27426.1219,23943.5512,27420.2892,0.4200,1265115.8812,929691.9451,0.0000,7796.5785,3255.3856,0.4489,36932.4277,135523.9294,67761.9647,20328.5894,30492.8841,10841.9144,6776.1965,44722.8967
